time,open,high,low,close
2010-08-09,0.06091,0.07541,0.0593,0.06529
2010-08-16,0.06319,0.0769,0.0612,0.066
2010-08-23,0.066,0.06689,0.063,0.064
2010-08-30,0.0646,0.069,0.03211,0.0616
2010-09-06,0.0627,0.065,0.06014,0.0615
2010-09-13,0.062,0.175,0.05761,0.0627
2010-09-20,0.0621,0.0634,0.06147,0.062
2010-09-27,0.06205,0.06271,0.061,0.06111
2010-10-04,0.06119,0.1301,0.01,0.0965
2010-10-11,0.091,0.119,0.065,0.102
2010-10-18,0.103,0.19,0.094,0.11501
2010-10-25,0.09009,0.199,0.09009,0.1925
2010-11-01,0.1925,0.5,0.125,0.34
2010-11-08,0.3459,0.37,0.14,0.27904
2010-11-15,0.27904,0.29,0.2116,0.27675
2010-11-22,0.27679,0.289,0.269,0.27
2010-11-29,0.279,0.279,0.19,0.19
2010-12-06,0.225,0.2477,0.1701,0.22
2010-12-13,0.21,0.255,0.21,0.2401
2010-12-20,0.2401,0.275,0.24,0.265
2010-12-27,0.251,0.301,0.251,0.29997
2011-01-03,0.29,0.323,0.289,0.323
2011-01-10,0.32291,0.45,0.3175,0.38679
2011-01-17,0.38679,0.4443,0.305,0.4424
2011-01-24,0.4424,0.48,0.381,0.4799
2011-01-31,0.47981,0.95,0.47,0.8975
2011-02-07,0.89968,1.1,0.8,1.05
2011-02-14,1.04,1.085,0.78009,0.85
2011-02-21,0.8313,1,0.8313,0.89
2011-02-28,0.89009,0.97,0.81,0.8999
2011-03-07,0.87,0.9329,0.846,0.89249
2011-03-14,0.89249,0.9,0.70999,0.74108
2011-03-21,0.76145,0.905,0.7405,0.822
2011-03-28,0.82,0.85,0.76,0.779
2011-04-04,0.777,0.799,0.5619,0.7369
2011-04-11,0.73752,1.14,0.7103,1.1123
2011-04-18,1.13888,1.95,1.1103,1.6311
2011-04-25,1.631,4.14996,1.52109,3.03311
2011-05-02,3.0988,3.937,3.029,3.8659
2011-05-09,3.8696,8.9,3.6905,6.98701
2011-05-16,6.9899,8.5,5.5772,6.6901
2011-05-23,6.6901,9.33,6.68999,8.4299
2011-05-30,8.4483,18.998,8.1,16.7
2011-06-06,16.7,31.9099,10.25,18.5464
2011-06-13,18.5479,24.5,13,17.51
2011-06-27,16.45001,18,15,15.44049
2011-07-04,15.4407,16.5,11,14.9
2011-07-11,14.9,15.1999,13.021,13.16
2011-07-18,13.16,14.7,12.51,13.98001
2011-07-25,13.98001,14.8999,12.82922,13.35
2011-08-01,13.3503,13.5501,5.742,7.9
2011-08-08,7.9,12.1,7.055,10.7957
2011-08-15,10.7921,11.89,10.661,11.31125
2011-08-22,11.31125,11.501,7.642,9.07011
2011-08-29,9.07021,9.27027,7.85,8.17798
2011-09-05,8.12796,8.19142,4.18,5.86435
2011-09-12,5.94,6.58212,4.44,5.2
2011-09-19,5.2021,6.795,4.9,5.33
2011-09-26,5.32999,5.4,4.625,5.02701
2011-10-03,5.02701,5.0399,3.7819,4.10288
2011-10-10,4.1,4.45,3.4,3.55701
2011-10-17,3.55711,3.74,2.0401,3.17
2011-10-24,3.127,3.82717,2.44034,3.27
2011-10-31,3.275,3.35,2.85,2.95959
2011-11-07,2.95913,3.21,2.80011,2.99686
2011-11-14,2.99573,2.99573,1.994,2.2
2011-11-21,2.2,2.56,2.17,2.47991
2011-11-28,2.47991,3.14,2.44,2.82809
2011-12-05,2.82806,3.38,2.7807,3.2511
2011-12-12,3.25001,3.2901,2.99401,3.193
2011-12-19,3.193,4.5,3.18933,4.225
2011-12-26,4.225,5.4999,3.81,5.26766
2012-01-02,5.26346,7.22,4.65,7.11358
2012-01-09,7.08362,7.191,5.81,7.00177
2012-01-16,7.00177,7.18888,4.64,6.3097
2012-01-23,6.3096,6.39397,5.05,5.3809
2012-01-30,5.38,6.2,5.36694,5.68881
2012-02-06,5.659,6,5.3,5.51468
2012-02-13,5.51468,5.72,3.878,4.38669
2012-02-20,4.36102,5.19778,4.212,4.922
2012-02-27,4.922,5,4.51,4.82001
2012-03-05,4.82003,5.07,4.753,4.91
2012-03-12,4.90891,5.45,4.8561,5.27943
2012-03-19,5.2553,5.3099,4.3,4.55001
2012-03-26,4.55001,4.95,4.49,4.827
2012-04-02,4.78207,5.08,4.62,4.79252
2012-04-09,4.7899,5.03,4.73001,4.96892
2012-04-16,4.969,5.48,4.90988,5.20352
2012-04-23,5.20406,5.21799,4.84634,4.90441
2012-04-30,4.9138,5.184,4.87003,5.04991
2012-05-07,5.05,5.125,4.801,4.92996
2012-05-14,4.95089,5.15,4.9,5.09002
2012-05-21,5.1,5.165,5.04951,5.13896
2012-05-28,5.13,5.279,5.015,5.2051
2012-06-04,5.21999,5.66,5.18001,5.46829
2012-06-11,5.46829,6.599,5.4324,6.16382
2012-06-18,6.2,6.8,6.03,6.35002
2012-06-25,6.35002,6.694,6.21748,6.62898
2012-07-02,6.6001,6.87,6.4,6.79898
2012-07-09,6.7915,7.9,6.74257,7.62101
2012-07-16,7.62277,9.7,7.3215,8.4096
2012-07-23,8.4321,9.2,7.75,8.71027
2012-07-30,8.71027,11.3,8.7,10.86998
2012-08-06,10.86987,12,10.63539,11.62399
2012-08-13,11.6239,15.4,7.58,8
2012-08-20,7.99999,10.62611,7.81011,10.61
2012-08-27,10.59,12.14999,9.66,10.2041
2012-09-03,10.21,11.29,10.08889,11.02
2012-09-10,11.02,11.99,10.78,11.87
2012-09-17,11.87,12.68666,11.6304,12.19331
2012-09-24,12.151,12.49,11.95105,12.4
2012-10-01,12.35,13.0899,11.7,11.80001
2012-10-08,11.89901,12.35,10.621,11.7389
2012-10-15,11.57621,11.99,11.43,11.63107
2012-10-22,11.63108,12,9.74,10.69998
2012-10-29,10.69998,11.279,10.3209,10.80011
2012-11-05,10.80011,11.21603,10.61,10.8687
2012-11-12,10.84001,11.832,10.76666,11.65152
2012-11-19,11.66468,12.6,11.57297,12.4821
