Registration DateTime,Telegram ID,Junona ID,Referral ID,Junona Connected,Exchange Registered,Partner Level,Referrals Sum,Partner profit,Partner withdraw,Cum. Profit Share,Started Investing on,Recently Redeemed on,Current Shares Held,invite token
2025-06-20 23:21:12,6148271304,J0001,None,No,No,1,0,0,0,0,,,0,dc4d985ce1ec4
